Evaluation/TerminationRate,ShortRL/MeanHeuristic,QF/Qf1Loss,ShortRL/MaxHeuristic,Policy/Loss,ShortRL/StdHeuristic,Evaluation/AverageReturn,Evaluation/MinReturn,ShortRL/RewardScale,AlphaTemperature/mean,ShortRL/RewardBias,TotalEnvSteps,QF/Qf2Loss,ShortRL/Lambda,ShortRL/GuidanceDiscount,ReplayBuffer/buffer_size,Evaluation/MaxReturn,ShortRL/MinHeuristic,Evaluation/StdReturn,Evaluation/AverageDiscountedReturn,ShortRL/Discount0,Average/TrainAverageReturn,Evaluation/NumEpisodes,Evaluation/Iteration
0.0,0.0,5.592539310455322,0.0,-127.35633850097656,0.0,2774.9348839058016,2714.8576307442872,1.559366836857924,0.02833794429898262,0.47618806667835134,160000,6.681381702423096,1.0,0.99,160000,2867.7658546716766,0.0,42.413106921227325,233.28566749098383,0.99,696.3616386231108,10,15
0.0,0.0,2.4926493167877197,0.0,-148.47409057617188,0.0,2709.9100319240024,2623.546732174969,1.6399140873916283,0.02412336692214012,0.5567353172120555,170000,2.6489315032958984,1.0,0.99,170000,2805.4177439384134,0.0,63.569331331055295,224.7088911974643,0.99,806.3893331605359,10,16
0.0,0.0,3.686661720275879,0.0,-162.92933654785156,0.0,2902.9400115294575,2864.059122075763,1.7057936575252146,0.02112218365073204,0.6226148873456419,180000,4.0009636878967285,1.0,0.99,180000,2948.378195946414,0.0,23.520171447297688,253.24307533555861,0.99,903.6504885514381,10,17
0.0,0.0,6.007505416870117,0.0,-176.1263427734375,0.0,2811.630397757416,2796.276163482509,1.7669140007929731,0.01962294802069664,0.6837352306134004,190000,5.619384288787842,1.0,0.99,190000,2833.1633340552025,0.0,12.7241021138518,244.32940448648205,0.99,996.6581704940057,10,18
0.0,0.0,3.732583522796631,0.0,-195.8756561279297,0.0,2891.2872056025612,2874.6299747797543,1.8192267740811627,0.018528437241911888,0.73604800390159,200000,3.198221445083618,1.0,0.99,200000,2902.408737173537,0.0,8.788779137740875,252.6704751038049,0.99,1081.126547604601,10,19
0.0,0.0,2.1345317363739014,0.0,-204.62860107421875,0.0,2700.934886549906,2681.4133848766683,1.8673621033014913,0.018736306577920914,0.7841833331219186,210000,2.105896234512329,1.0,0.99,210000,2733.2078127411064,0.0,13.168174764390614,240.14510111247282,0.99,1160.2270441402343,10,20
0.0,0.0,3.4485974311828613,0.0,-221.46307373046875,0.0,2802.6164819172673,2779.5711795546426,1.9042166698593799,0.01748446561396122,0.8210378996798071,220000,2.890190601348877,1.0,0.99,220000,2831.7523745912126,0.0,17.283528620480464,246.29863532165342,0.99,1228.1849213894184,10,21
0.0,0.0,2.384631395339966,0.0,-200.52688598632812,0.0,2699.2324059473035,2681.6679080807257,1.937628956211812,0.016438830643892288,0.8544501860322393,230000,2.0749428272247314,1.0,0.99,230000,2723.2687845395253,0.0,14.49697384453887,235.63797421819544,0.99,1291.5736928956017,10,22
0.0,0.0,11.521483421325684,0.0,-203.6959686279297,0.0,2667.8900952275317,2647.093982343246,1.9677650387787153,0.017332524061203003,0.8845862685991426,240000,8.57378101348877,1.0,0.99,240000,2689.3004849715458,0.0,11.79698721911783,234.62768157798627,0.99,1350.378755681426,10,23
0.0,0.0,2.4091475009918213,0.0,-218.18472290039062,0.0,3040.271942390531,2972.7148794439076,1.9858830272434367,0.018410103395581245,0.9027042570638639,250000,2.4535748958587646,1.0,0.99,250000,3092.5483128631345,0.0,42.938392454980146,265.49678744508475,0.99,1396.5855415152714,10,24
0.0,0.0,2.614612102508545,0.0,-215.58499145507812,0.0,3127.9170786344116,3105.952207201641,2.0196758033111015,0.01925954408943653,0.9364970331315288,260000,2.623249053955078,1.0,0.99,260000,3145.2851107683828,0.0,12.593044720921487,272.4745801300275,0.99,1455.9457351676783,10,25
0.0,0.0,3.2540059089660645,0.0,-227.75990295410156,0.0,3634.975731864028,3601.052808675388,2.054864883983118,0.01878722570836544,0.9716861138035453,270000,2.362783670425415,1.0,0.99,270000,3674.415887537738,0.0,24.23927111661,308.61321109167005,0.99,1515.4254919427176,10,26
0.0,0.0,63.0786018371582,0.0,-238.28997802734375,0.0,2922.7546518213962,2909.8569872758626,2.094496839290077,0.019516155123710632,1.0113180691105044,280000,52.44752883911133,1.0,0.99,280000,2946.769403566466,0.0,11.62400802517645,256.44367069073957,0.99,1577.648764789238,10,27
0.0,0.0,2.2544102668762207,0.0,-243.30487060546875,0.0,3133.7911393576383,3116.8120582646557,2.1146336348943606,0.01988900452852249,1.0314548647147876,290000,2.1677818298339844,1.0,0.99,290000,3152.378866827582,0.0,11.596693289064714,278.637152987252,0.99,1621.7907537321064,10,28
0.0,0.0,4.766755104064941,0.0,-252.259521484375,0.0,3264.6949276450646,3248.9400174935427,2.1404438740175635,0.01882067881524563,1.0572651038379908,300000,4.216323375701904,1.0,0.99,300000,3284.127600594555,0.0,10.447420011479045,284.39756800790553,0.99,1670.0375239072712,10,29
0.0,0.0,2.378683567047119,0.0,-226.26539611816406,0.0,3627.1830873320914,3596.0484404323606,2.165280236663049,0.019394241273403168,1.082101466483476,310000,2.8337178230285645,1.0,0.99,310000,3657.361458278703,0.0,19.815965190146148,311.05896766731104,0.99,1782.996092290089,10,30
0.0,0.0,1.6055028438568115,0.0,-256.2816162109375,0.0,3629.1580672462806,3582.4436466204415,2.198988606305814,0.021065842360258102,1.1158098361262412,320000,1.300965666770935,1.0,0.99,320000,3667.688479836111,0.0,20.85638560161911,312.8151089750139,0.99,1906.8695873901975,10,31
0.0,0.0,1.3390270471572876,0.0,-264.5447998046875,0.0,3317.990221009664,3303.301053718207,2.227879240065417,0.020883744582533836,1.1447004698858445,330000,1.9318690299987793,1.0,0.99,330000,3333.8116245506735,0.0,9.443543028399347,290.16101388079557,0.99,2029.3957961143567,10,32
0.0,0.0,1.6879003047943115,0.0,-262.64385986328125,0.0,3474.973701605646,3455.5658722588964,2.2499559300237815,0.020230546593666077,1.1667771598442087,340000,1.8030931949615479,1.0,0.99,340000,3495.410961132002,0.0,13.916666562666615,304.12252290948913,0.99,2146.2829350914044,10,33
0.0,0.0,11.451388359069824,0.0,-278.1498107910156,0.0,3222.9696146191727,3210.7283792059366,2.2729173483377214,0.020676366984844208,1.1897385781581487,350000,10.503838539123535,1.0,0.99,350000,3241.352823581309,0.0,8.978434177339343,285.9613272308502,0.99,2261.9592085765403,10,34
0.0,0.0,7.220995903015137,0.0,-282.0539855957031,0.0,3139.376333343464,3127.6796960205543,2.290020557965174,0.020855611190199852,1.206841787785601,360000,22.829341888427734,1.0,0.99,360000,3150.9559421329204,0.0,7.82160791611534,279.7931337419256,0.99,2373.95138495266,10,35
0.0,0.0,2.094966411590576,0.0,-277.15728759765625,0.0,3503.446067401054,3474.819283271207,2.3054078398904996,0.021730616688728333,1.2222290697109268,370000,2.675920248031616,1.0,0.99,370000,3539.9946469435417,0.0,21.65282950215235,306.0368291442388,0.99,2484.68169449984,10,36
0.0,0.0,3.860769748687744,0.0,-265.4039611816406,0.0,3240.797308934876,3227.1508854348117,2.324692576912844,0.022159917280077934,1.2415138067332712,380000,3.5686051845550537,1.0,0.99,380000,3258.1083522019753,0.0,10.140641439217799,287.7697282899454,0.99,2595.646217984052,10,37
0.0,0.0,2.1524276733398438,0.0,-278.0147399902344,0.0,3519.8702112969377,3478.485630798241,2.3365600840669307,0.02326984517276287,1.253381313887358,390000,2.7347567081451416,1.0,0.99,390000,3561.3747604145833,0.0,24.887258215992187,306.58822366653555,0.99,2691.3340414789213,10,38
0.0,0.0,1.751731514930725,0.0,-283.2001037597656,0.0,3412.1151502429225,3394.7327030633774,2.355345464390295,0.023973463103175163,1.2721666942107221,400000,2.0276060104370117,1.0,0.99,400000,3435.1868675646947,0.0,13.469751356425213,299.44209800176486,0.99,2782.637810726891,10,39
0.0,0.0,0.8274628520011902,0.0,-273.19598388671875,0.0,3550.905313030922,3542.4821303987696,2.368515592123089,0.023106373846530914,1.2853368219435164,410000,0.9261300563812256,1.0,0.99,410000,3582.734754884741,0.0,10.973530358759767,314.1236862260806,0.99,2858.8030957933934,10,40
0.0,0.0,1.649611473083496,0.0,-280.0451354980469,0.0,3732.8605468246956,3701.279249620804,2.3838252433379505,0.023711541667580605,1.300646473158378,420000,1.7386716604232788,1.0,0.99,420000,3759.9560564703393,0.0,21.978139412214297,327.60036718184244,0.99,2910.366109019842,10,41
0.0,0.0,1.8034932613372803,0.0,-290.49078369140625,0.0,3706.7287308262103,3677.158057131817,2.400712657354777,0.023021360859274864,1.317533887175204,430000,1.7011687755584717,1.0,0.99,430000,3735.961826162349,0.0,17.697739151996636,324.58495531404446,0.99,2977.7133328300933,10,42
0.0,0.0,2.7906060218811035,0.0,-297.5680236816406,0.0,3659.7874899947356,3637.8199488917835,2.419595678164858,0.023904379457235336,1.3364169079852855,440000,3.4892001152038574,1.0,0.99,440000,3685.6543991790477,0.0,14.522423055958338,321.7987305778074,0.99,3022.0415471587125,10,43
0.0,0.0,1.526187539100647,0.0,-287.68017578125,0.0,3577.7444000828787,3541.6479542614293,2.434487565960613,0.024728111922740936,1.3513087957810401,450000,1.5344487428665161,1.0,0.99,450000,3621.567739568213,0.0,24.448732321098664,314.5637372049297,0.99,3060.37826078152,10,44
0.0,0.0,3.933476448059082,0.0,-293.2884521484375,0.0,3884.2211296867113,3872.3743763537095,2.4458421691302563,0.025409553200006485,1.3626633989506833,460000,6.864457130432129,1.0,0.99,460000,3902.89886919333,0.0,9.108739971556863,341.0405331938215,0.99,3090.939641401995,10,45
0.0,0.0,2.202932357788086,0.0,-309.5140380859375,0.0,3949.9916778794905,3938.9861388700792,2.4637901900155015,0.024304471909999847,1.3806114198359287,470000,2.7672643661499023,1.0,0.99,470000,3963.4451358916103,0.0,8.055945597147797,344.21369191261584,0.99,3130.523960497695,10,46
0.0,0.0,2.3246285915374756,0.0,-301.2939147949219,0.0,3755.4424260506216,3737.141655763306,2.4816204310857337,0.02553519979119301,1.3984416609061607,480000,1.8814016580581665,1.0,0.99,480000,3787.7071462629588,0.0,15.481979127601626,328.5141108896354,0.99,3171.5423473712863,10,47
0.0,0.0,3.3679115772247314,0.0,-309.211669921875,0.0,4035.419057719189,4000.6318982750226,2.494333893234261,0.02374214492738247,1.4111551230546884,490000,4.476498603820801,1.0,0.99,490000,4071.848435030703,0.0,22.873838253164145,348.9347765470665,0.99,3203.356738210938,10,48
0.0,0.0,2.32431697845459,0.0,-308.95416259765625,0.0,4001.461526472005,3985.2305466156595,2.512525445255013,0.025583211332559586,1.4293466750754402,500000,2.076667547225952,1.0,0.99,500000,4017.2814426275972,0.0,10.478004224510919,346.71452328224603,0.99,3243.169206740489,10,49
0.0,0.0,2.131013870239258,0.0,-304.90679931640625,0.0,3955.289502879361,3929.3843597636946,2.5243620506706215,0.02498295158147812,1.4411832804910487,510000,3.2855679988861084,1.0,0.99,510000,3979.8691169985673,0.0,19.93741161005748,348.0637267602618,0.99,3273.4122465274986,10,50
0.0,0.0,3.1807973384857178,0.0,-317.3896789550781,0.0,4054.241989626712,4014.3300195750976,2.5377207415855305,0.026078566908836365,1.4545419714059578,520000,4.160879611968994,1.0,0.99,520000,4180.770871572673,0.0,44.057930136662414,353.55222812034526,0.99,3310.543629299563,10,51
0.0,0.0,3.12233567237854,0.0,-317.8244934082031,0.0,3923.768537357734,3903.8964572121645,2.5511055743359834,0.02939838171005249,1.4679268041564106,530000,2.0986037254333496,1.0,0.99,530000,3958.1679632608802,0.0,16.120396500956215,342.1556004604461,0.99,3347.7088637170045,10,52
0.0,0.0,1.7007367610931396,0.0,-317.5585632324219,0.0,4021.0479507321697,3957.008128807681,2.5616900385755796,0.02842949889600277,1.4785112683960069,540000,1.993835210800171,1.0,0.99,540000,4047.926125227993,0.0,25.186208787598375,347.34221134256654,0.99,3380.92179006433,10,53
0.0,0.0,3.9214515686035156,0.0,-319.8672790527344,0.0,4195.402693423692,4152.810509248966,2.573562168395322,0.02830214612185955,1.4903833982157493,550000,3.5497307777404785,1.0,0.99,550000,4213.940575532569,0.0,18.089619360217213,364.7738362229726,0.99,3423.8317262988317,10,54
0.0,0.0,3.828226089477539,0.0,-320.6799011230469,0.0,4085.1208747772407,4057.5853341819784,2.5867538204336373,0.02939639799296856,1.5035750502540646,560000,3.3525185585021973,1.0,0.99,560000,4144.160748434609,0.0,27.048620853895233,356.29777748356497,0.99,3455.4500600846395,10,55
0.0,0.0,1.9363975524902344,0.0,-327.2479248046875,0.0,4238.943026307895,4205.22342322529,2.5987800453317704,0.02891974337399006,1.5156012751521977,570000,1.546931266784668,1.0,0.99,570000,4266.812611660426,0.0,20.71221738874467,360.84876476024374,0.99,3482.3592887148284,10,56
0.0,0.0,3.5637693405151367,0.0,-336.0418701171875,0.0,3952.379343875692,3922.10088611379,2.61299168907946,0.030154116451740265,1.529812918899887,580000,4.471616744995117,1.0,0.99,580000,3979.3114222854415,0.0,19.549761879235906,346.9231290480514,0.99,3507.0140608710876,10,57
0.0,0.0,3.0211431980133057,0.0,-337.357177734375,0.0,4138.149608003175,4078.800815042071,2.6223447080256075,0.029806071892380714,1.5391659378460347,590000,2.5022377967834473,1.0,0.99,590000,4190.920941562062,0.0,33.67819376454193,353.937807505608,0.99,3538.6836006069907,10,58
0.0,0.0,2.239043951034546,0.0,-327.74090576171875,0.0,4176.210813694628,4145.443896171312,2.634062686288575,0.03147311881184578,1.5508839161090022,600000,1.772728681564331,1.0,0.99,600000,4198.341515975305,0.0,14.367659099147076,360.5856245914956,0.99,3567.9328834036332,10,59
0.0,0.0,2.4114513397216797,0.0,-334.55377197265625,0.0,4528.549021633459,4490.994731681947,2.645286949045337,0.031973946839571,1.5621081788657643,610000,2.074666976928711,1.0,0.99,610000,4566.399768543507,0.0,20.593511206991632,381.5254403983949,0.99,3595.488443029516,10,60
0.0,0.0,2.1973118782043457,0.0,-340.4367980957031,0.0,4285.550925840551,4229.885486334555,2.658313855164457,0.03151889517903328,1.5751350849848844,620000,3.4574599266052246,1.0,0.99,620000,4316.725448070208,0.0,26.43033774027065,364.52037922810047,0.99,3616.7218690334807,10,61
0.0,0.0,1.805006742477417,0.0,-333.6700134277344,0.0,4516.081369770285,4479.152447641775,2.669876695405492,0.03464677929878235,1.5866979252259195,630000,1.5512866973876953,1.0,0.99,630000,4563.7122564732645,0.0,27.63360772167173,386.5495505792409,0.99,3638.354917736625,10,62
0.0,0.0,1.143837571144104,0.0,-347.37762451171875,0.0,4574.171989192126,4542.1789324654455,2.684084455598224,0.03543696179986,1.6009056854186512,640000,1.435073733329773,1.0,0.99,640000,4620.507221376568,0.0,25.720855913720907,389.8441057251269,0.99,3669.216056983523,10,63
0.0,0.0,2.47385835647583,0.0,-342.2361145019531,0.0,4620.890046967021,4558.626334291933,2.698532939787127,0.03464212268590927,1.6153541696075542,650000,2.414168357849121,1.0,0.99,650000,4667.018510143884,0.0,39.245409037013964,395.24017430598974,0.99,3699.042802422867,10,64
0.0,0.0,2.701216220855713,0.0,-357.59619140625,0.0,4537.64981451817,4517.256631939892,2.7124828325925834,0.036630596965551376,1.6293040624130106,660000,2.091193914413452,1.0,0.99,660000,4560.521865309007,0.0,12.791555682719501,392.4024537229626,0.99,3731.744480705414,10,65
0.0,0.0,3.4652600288391113,0.0,-356.7046203613281,0.0,4724.230140550954,4683.222086065345,2.7256053771500977,0.035279780626297,1.642426606970525,670000,5.043381690979004,1.0,0.99,670000,4767.812628880203,0.0,27.05399442450145,401.9652209449565,0.99,3767.254220875549,10,66
0.0,0.0,2.4407551288604736,0.0,-358.21051025390625,0.0,4703.878714515371,4669.925739247014,2.7407698307039836,0.036152902990579605,1.6575910605244109,680000,2.5472748279571533,1.0,0.99,680000,4758.264249218864,0.0,25.384365106665346,402.662429237567,0.99,3799.924984103832,10,67
0.0,0.0,2.1360127925872803,0.0,-361.0287170410156,0.0,4797.246681192692,4752.180895838735,2.753770712616762,0.036928318440914154,1.6705919424371891,690000,1.9636077880859375,1.0,0.99,690000,4869.419396226425,0.0,41.47595117113825,404.97733907427653,0.99,3837.579707643614,10,68
0.0,0.0,1.646867275238037,0.0,-350.9417419433594,0.0,4783.701547662555,4746.67202835371,2.7678573486790214,0.03833715245127678,1.6846785784994487,700000,1.9921257495880127,1.0,0.99,700000,4823.207888618925,0.0,24.356548403351653,406.55155015293,0.99,3857.183239683553,10,69
0.0,0.0,1.8047325611114502,0.0,-367.120849609375,0.0,4916.398186118758,4865.709686089274,2.7831892011221218,0.03756216913461685,1.700010430942549,710000,2.3577287197113037,1.0,0.99,710000,4977.275083123376,0.0,37.463472135352625,416.3334350742128,0.99,3896.444997588024,10,70
0.0,0.0,2.1153948307037354,0.0,-355.3282470703125,0.0,4915.904703945727,4833.235081658968,2.798147759329383,0.04027538001537323,1.7149689891498103,720000,1.7964149713516235,1.0,0.99,720000,4972.757040050765,0.0,38.13736733229189,413.2642148706103,0.99,3925.1994012804225,10,71
0.0,0.0,2.9379239082336426,0.0,-367.1430358886719,0.0,5335.733897731782,5280.285429562629,2.813526071324151,0.041813403367996216,1.7303473011445782,730000,3.169752836227417,1.0,0.99,730000,5383.382609197194,0.0,35.37512131312963,439.0460830163217,0.99,3958.950139457923,10,72
0.0,0.0,2.2401294708251953,0.0,-370.2845458984375,0.0,4845.663653210328,2911.2269520682157,2.8303547408135974,0.0449412539601326,1.7471759706340246,740000,2.099247932434082,1.0,0.99,740000,5119.599742616026,0.0,646.1531786936123,419.2833808355982,0.99,3991.694117403623,10,73
0.0,0.0,4.087831020355225,0.0,-371.5321960449219,0.0,5154.465111264247,5115.394196588795,2.8444819496044134,0.044819772243499756,1.7613031794248406,750000,5.053387641906738,1.0,0.99,750000,5186.623473422053,0.0,23.228747793688406,432.68175132166743,0.99,4018.712088229127,10,74
0.0,0.0,3.4003238677978516,0.0,-383.5222473144531,0.0,5410.215178072506,5327.449544965938,2.8594157347715736,0.047054458409547806,1.7762369645920009,760000,3.455867052078247,1.0,0.99,760000,5450.1919262849815,0.0,36.35232972674788,446.57453219475826,0.99,4057.772859087438,10,75
0.0,0.0,4.751335144042969,0.0,-382.84002685546875,0.0,5399.128591924624,5352.914106085012,2.876674789065727,0.04580875486135483,1.7934960188861542,770000,4.763191223144531,1.0,0.99,770000,5474.810789383562,0.0,38.40747175392559,444.61784095931864,0.99,4091.23093067083,10,76
0.0,0.0,3.472219705581665,0.0,-385.6169738769531,0.0,5835.471367796448,5747.115474944093,2.892807712153205,0.0501304529607296,1.8096289419736324,780000,3.158384084701538,1.0,0.99,780000,5906.98230932634,0.0,49.98693410736652,474.50895561902314,0.99,4123.525270416727,10,77
0.0,0.0,1.7562289237976074,0.0,-376.8731994628906,0.0,5614.266894297614,5535.673864799573,2.909209940790325,0.0527760349214077,1.8260311706107522,790000,1.8979666233062744,1.0,0.99,790000,5648.753603543277,0.0,30.465110482827786,462.42248837638897,0.99,4147.742723538076,10,78
0.0,0.0,2.6326823234558105,0.0,-388.4905700683594,0.0,4941.445723386686,4914.139696004087,2.925799730024134,0.05076015740633011,1.8426209598445613,800000,2.06429123878479,1.0,0.99,800000,4992.564988134665,0.0,24.190722912613193,414.7840306547197,0.99,4170.806280366902,10,79
0.0,0.0,7.368840217590332,0.0,-382.52996826171875,0.0,5701.937406736455,5327.962125386864,2.9364544638527534,0.05315355211496353,1.8532756936731807,810000,7.170042991638184,1.0,0.99,810000,5819.1016643945395,0.0,131.64100989622244,464.8825568579482,0.99,4196.436990096291,10,80
0.0,0.0,4.565371513366699,0.0,-396.28387451171875,0.0,5617.809648060903,5574.793544127322,2.9492834957078284,0.05251708999276161,1.8661047255282557,820000,4.655795574188232,1.0,0.99,820000,5651.267569426236,0.0,27.464060176408825,460.1382301242969,0.99,4192.002450953395,10,81
0.0,0.0,19.840620040893555,0.0,-399.8861999511719,0.0,5802.6083078137235,5763.368756358647,2.963001023975257,0.05447154492139816,1.8798222537956844,830000,6.5918731689453125,1.0,0.99,830000,5855.141385101853,0.0,27.05324125256912,472.5245595111604,0.99,4199.227256485711,10,82
0.0,0.0,2.7408230304718018,0.0,-384.04217529296875,0.0,5625.149606583803,5561.074242150626,2.979763695659683,0.05576123669743538,1.8965849254801102,840000,2.298734188079834,1.0,0.99,840000,5685.672602428967,0.0,38.64148898647117,467.41666123222313,0.99,4228.062590619275,10,83
0.0,0.0,2.723379373550415,0.0,-397.8851623535156,0.0,5713.9870541370665,5641.958844113285,2.9966273778530703,0.05603627488017082,1.9134486076734976,850000,3.721740245819092,1.0,0.99,850000,5797.169168703041,0.0,45.789227124162885,471.43052242552585,0.99,4268.034139607317,10,84
0.0,0.0,4.089727878570557,0.0,-413.0076904296875,0.0,5555.353942217894,5498.941447512489,3.010790591638508,0.059239208698272705,1.9276118214589353,860000,4.517888069152832,1.0,0.99,860000,5665.186344109233,0.0,49.644087645662324,461.16818980287553,0.99,4269.683619880192,10,85
0.0,0.0,3.3656110763549805,0.0,-410.814453125,0.0,5751.862967996672,5709.782298743971,3.027401966494539,0.059981562197208405,1.944223196314966,870000,2.5204455852508545,1.0,0.99,870000,5792.621444792541,0.0,21.135689295637825,474.5758187836915,0.99,4309.061256294542,10,86
0.0,0.0,9.871156692504883,0.0,-412.78009033203125,0.0,5736.6186726692285,5692.168511393969,3.042845023764571,0.0598464161157608,1.9596662535849982,880000,14.872547149658203,1.0,0.99,880000,5776.306353032032,0.0,25.53595420991293,471.68800672020643,0.99,4339.068413171617,10,87
0.0,0.0,3.673625946044922,0.0,-419.0350036621094,0.0,5061.480843758962,-7.908946513706925,3.060437799118264,0.058799874037504196,1.977259028938691,890000,3.23213529586792,1.0,0.99,890000,5807.048049623108,0.0,1696.6876240925974,397.6153054503788,0.99,4384.099596758115,10,88
0.0,0.0,5.673649787902832,0.0,-411.195068359375,0.0,5999.310339690931,5862.103160110274,3.0738213301198414,0.05795744061470032,1.9906425599402686,900000,4.2488203048706055,1.0,0.99,900000,6067.425193713306,0.0,51.21334788886671,480.4523436934113,0.99,4417.681032756236,10,89
0.0,0.0,4.902305603027344,0.0,-423.5929870605469,0.0,5783.2619108154,5733.737578424888,3.087630449989508,0.05864814668893814,2.0044516798099354,910000,4.064733028411865,1.0,0.99,910000,5830.6728250371725,0.0,35.90931187095587,471.86910850116675,0.99,4451.310028076719,10,90
0.0,0.0,6.401880264282227,0.0,-398.2504577636719,0.0,5393.064751415646,5328.386999613673,3.104285955668489,0.06078214943408966,2.0211071854889164,920000,4.844295501708984,1.0,0.99,920000,5485.347061360224,0.0,40.459690604607154,451.2785266819118,0.99,4490.221532159339,10,91
