Evaluation/AverageReturn,TotalEnvSteps,ShortRL/Discount0,QF/Qf1Loss,ShortRL/MeanHeuristic,ShortRL/StdHeuristic,Evaluation/AverageDiscountedReturn,Average/TrainAverageReturn,Evaluation/Iteration,ReplayBuffer/buffer_size,Evaluation/StdReturn,Evaluation/NumEpisodes,ShortRL/RewardBias,Policy/Loss,ShortRL/MaxHeuristic,QF/Qf2Loss,Evaluation/TerminationRate,ShortRL/MinHeuristic,AlphaTemperature/mean,ShortRL/RewardScale,Evaluation/MinReturn,Evaluation/MaxReturn,ShortRL/Lambda,ShortRL/GuidanceDiscount
204.6289760806364,4001,0.999,13.72083854675293,0.0,0.0,192.44775253860638,10.14924020772418,0,4001,2.0097785182728547,10,0.8832945135696612,-44.3033332824707,0.0,14.015515327453613,1.0,0.0,0.7890925407409668,0.7504113800436135,201.1326176580303,206.49783348273363,1.0,0.999
228.74621636228167,8002,0.999,89.17942810058594,0.0,0.0,215.18186099999934,76.43203640074326,1,8002,0.8304593360037787,10,1.0995924259087773,-82.51299285888672,0.0,89.1552963256836,1.0,0.0,0.6219845414161682,0.9667092923827296,227.57368276925712,229.81610782638302,1.0,0.999
250.45273679568908,12160,0.999,38.558631896972656,0.0,0.0,234.74428128237045,129.58253382843046,2,12160,1.819670981563741,10,1.2401805914625341,-123.94696807861328,0.0,38.977989196777344,1.0,0.0,0.48770788311958313,1.1072974579364865,246.94904887511748,252.7878623976187,1.0,0.999
306.5545805458454,16256,0.999,15.484732627868652,0.0,0.0,284.15325637944,159.81529758402922,3,16256,1.4483749045712897,10,1.2988961445427054,-156.07725524902344,0.0,15.97525691986084,1.0,0.0,0.38385316729545593,1.1660130110166578,303.5178532301479,308.43291106229276,1.0,0.999
331.97618689375315,20312,0.999,209.19334411621094,0.0,0.0,306.1456653966728,190.61275965229854,4,20312,1.208054379373817,10,1.360573264175234,-169.92335510253906,0.0,206.9811248779297,1.0,0.0,0.3026638627052307,1.2276901306491863,329.3410832506261,333.47553504175494,1.0,0.999
333.0248863521089,24440,0.999,62.725955963134766,0.0,0.0,308.3366885694153,216.64772172044027,5,24440,1.0668823458888723,10,1.3859125772259602,-205.1273651123047,0.0,70.1510009765625,1.0,0.0,0.2402561902999878,1.2530294436999125,331.2405371656551,334.83388836497465,1.0,0.999
307.00715585933887,28582,0.999,41.25115203857422,0.0,0.0,285.17289541047455,234.15075214543717,6,28582,0.945741541350565,10,1.4271926889412898,-211.67283630371094,0.0,43.33665084838867,1.0,0.0,0.18992969393730164,1.2943095554152422,305.91645929333345,308.3427799139238,1.0,0.999
428.566550956277,32626,0.999,5.922311782836914,0.0,0.0,387.08983445120487,243.77629452401075,7,32626,6.524990547806943,10,1.4448167565730448,-212.1866455078125,0.0,5.747204780578613,1.0,0.0,0.1518377661705017,1.3119336230469971,418.96460382169533,436.36883556438437,1.0,0.999
329.8558927865747,36658,0.999,11.085769653320312,0.0,0.0,305.283580164374,261.2119057387732,8,36658,1.716503040907697,10,1.4723472000189433,-220.3996124267578,0.0,10.81315803527832,1.0,0.0,0.12272278964519501,1.3394640664928956,327.62880345117355,332.5084321162734,1.0,0.999
333.6243633728881,40682,0.999,729.3936767578125,0.0,0.0,307.592396229951,267.3778126547864,9,40682,4.730936366103605,10,1.4949094636798108,-228.73117065429688,0.0,720.3287353515625,1.0,0.0,0.09897871315479279,1.3620263301537632,326.27740041032007,346.15960384022725,1.0,0.999
