TotalEnvSteps,Evaluation/MaxModReturn,QF/Qf2Loss,Evaluation/AverageModReturn,Evaluation/StdModReturn,Average/TrainAverageReturn,Evaluation/MinModReturn,Evaluation/TerminationRate,QF/Qf1Loss,ReplayBuffer/buffer_size,ShortRL/Lambda,Evaluation/NumEpisodes,Evaluation/Iteration,Evaluation/AverageDiscountedReturn,Evaluation/AverageDiscountedModReturn,Evaluation/MinReturn,AlphaTemperature/mean,Evaluation/StdReturn,Policy/Loss,Evaluation/AverageReturn,Evaluation/MaxReturn
10000,90.09368095060661,25.982202529907227,84.39641243163462,3.3385296409234244,103.05883391767433,79.16260133661719,1.0,25.521623611450195,10000,1.0,10,0,83.72251308398259,83.72251308398259,79.16260133661719,0.12932386994361877,3.3385296409234244,-32.038780212402344,84.39641243163462,90.09368095060661
20016,71.98519506393835,60.27732849121094,70.36895493681065,2.238669985910657,102.60324738218478,66.8793253717052,1.0,48.118919372558594,20016,1.0,10,1,69.89091417103913,69.89091417103913,66.8793253717052,0.020055105909705162,2.238669985910657,-44.26271057128906,70.36895493681065,71.98519506393835
30027,76.42323395175028,42.38512420654297,76.21004162118511,0.12448516793217684,92.26949100239189,75.95738286036075,1.0,31.839448928833008,30027,1.0,10,2,75.64343177310289,75.64343177310289,75.95738286036075,0.008916910737752914,0.12448516793217684,-50.28647994995117,76.21004162118511,76.42323395175028
40028,83.08772828642402,33.9287223815918,77.20466908487069,1.9918511801765741,87.91197756480398,76.12297004803773,1.0,39.857872009277344,40028,1.0,10,3,76.62245214808044,76.62245214808044,76.12297004803773,0.008226567879319191,1.9918511801765741,-51.94071578979492,77.20466908487069,83.08772828642402
50040,158.33351605742484,45.67619323730469,142.6401783703633,14.17081015969244,90.54156531646126,120.42189512289933,1.0,38.45931625366211,50040,1.0,10,4,140.72608063952794,140.72608063952794,120.42189512289933,0.012760672718286514,14.17081015969244,-61.75373840332031,142.6401783703633,158.33351605742484
60055,315.2591463784985,71.57218170166016,284.78642896456233,18.15054312232481,106.20025821881642,252.75683547978653,1.0,62.75782775878906,60055,1.0,10,5,276.90782843368527,276.90782843368527,252.75683547978653,0.014751723036170006,18.15054312232481,-72.74240112304688,284.78642896456233,315.2591463784985
70071,311.55276201886113,76.29520416259766,287.0797294830131,16.8452143696583,133.03516573428848,260.8663860036664,1.0,56.755287170410156,70071,1.0,10,6,279.44875321707343,279.44875321707343,260.8663860036664,0.017986133694648743,16.8452143696583,-81.19377136230469,287.0797294830131,311.55276201886113
80115,236.14323493502135,108.73131561279297,213.5963716786817,13.119146507651733,152.5692585954912,188.70919200273354,1.0,92.6763916015625,80115,1.0,10,7,209.08523533784265,209.08523533784265,188.70919200273354,0.017876630648970604,13.119146507651733,-96.27961730957031,213.5963716786817,236.14323493502135
90135,193.46017248349023,84.63899230957031,172.5130882058202,9.517394099513064,170.08715586976348,155.4335694596944,1.0,86.51008605957031,90135,1.0,10,8,169.6459598118813,169.6459598118813,155.4335694596944,0.018623599782586098,9.517394099513064,-113.6383056640625,172.5130882058202,193.46017248349023
100175,349.6096520857943,70.0689468383789,313.0247110277304,26.10488729899016,173.79428374218406,256.3972565661151,1.0,61.32487106323242,100175,1.0,10,9,303.4848849799149,303.4848849799149,256.3972565661151,0.018616940826177597,26.10488729899016,-119.36311340332031,313.0247110277304,349.6096520857943
110197,349.87535206916004,97.0125961303711,311.9372944123569,21.343899699199785,187.00990518920662,286.3024734325163,1.0,97.43286895751953,110197,1.0,10,10,302.6615959083907,302.6615959083907,286.3024734325163,0.021005889400839806,21.343899699199785,-126.2019271850586,311.9372944123569,349.87535206916004
120258,390.4326489600986,75.65148162841797,344.90785284390984,24.4836629159972,197.98811413377362,295.86829743106335,1.0,75.2594223022461,120258,1.0,10,11,333.57726533056865,333.57726533056865,295.86829743106335,0.024810580536723137,24.4836629159972,-136.00704956054688,344.90785284390984,390.4326489600986
130315,376.484329566812,83.89454650878906,329.34740509724793,22.397316670040496,209.71559539076412,298.44708965042935,1.0,79.29692077636719,130315,1.0,10,12,319.2299377246426,319.2299377246426,298.44708965042935,0.02471650019288063,22.397316670040496,-146.9884490966797,329.34740509724793,376.484329566812
140371,349.1398115159721,97.2724380493164,295.48813464332784,28.775542355922905,218.89630102596308,252.76564894118064,1.0,82.76752471923828,140371,1.0,10,13,287.1510536796095,287.1510536796095,252.76564894118064,0.027098501101136208,28.775542355922905,-156.5485382080078,295.48813464332784,349.1398115159721
150392,373.82900421720376,130.3754425048828,307.55564318650846,33.58697472265882,226.11166512452434,265.4116543126555,1.0,110.01177978515625,150392,1.0,10,14,298.6607324953603,298.6607324953603,265.4116543126555,0.02775263413786888,33.58697472265882,-162.09413146972656,307.55564318650846,373.82900421720376
160407,303.5689783384348,163.3336944580078,264.96521994707194,22.60732665369586,231.06946450966203,230.65041340577665,1.0,156.739990234375,160407,1.0,10,15,258.2866307144224,258.2866307144224,230.65041340577665,0.027104608714580536,22.60732665369586,-149.8164825439453,264.96521994707194,303.5689783384348
170419,297.77051921548946,85.78559112548828,265.84098647041367,14.138931660696489,236.24696296424338,247.27758496491285,1.0,80.542724609375,170419,1.0,10,16,259.2134454268373,259.2134454268373,247.27758496491285,0.02959480695426464,14.138931660696489,-169.4432373046875,265.84098647041367,297.77051921548946
180463,209.71000772821776,168.18765258789062,186.27423477903787,13.423967078702072,240.07708720025735,171.7648146256054,1.0,181.10902404785156,180463,1.0,10,17,182.9041353932119,182.9041353932119,171.7648146256054,0.030584119260311127,13.423967078702072,-161.24862670898438,186.27423477903787,209.71000772821776
190503,345.7954537349455,107.75016784667969,315.0123720857151,20.744378165835368,241.90925017838867,279.2726602107494,1.0,190.7637939453125,190503,1.0,10,18,305.7752920107503,305.7752920107503,279.2726602107494,0.02769133262336254,20.744378165835368,-165.53341674804688,315.0123720857151,345.7954537349455
200564,488.2402521669237,97.83953857421875,426.3808309029352,46.01385921753685,245.4732364918428,351.8775168822011,1.0,113.61809539794922,200564,1.0,10,19,409.50904651550434,409.50904651550434,351.8775168822011,0.030443629249930382,46.01385921753685,-167.91436767578125,426.3808309029352,488.2402521669237
210620,436.11337349640144,122.10054779052734,351.7556163932695,49.5377148233342,250.1904192126243,262.14960596308566,1.0,125.70320129394531,210620,1.0,10,20,339.8759456394105,339.8759456394105,262.14960596308566,0.03251459077000618,49.5377148233342,-175.77598571777344,351.7556163932695,436.11337349640144
